Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,3Ssn Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,has_pool,bath_count,deck_porch_sf,qual_cond
2586,20,RL,75.0,10170,0,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,3,3,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,216.0,216.0,3,1,SBrkr,1575,0,0,1575,2,1,4,5,Typ,1,4.0,Attchd,1951.0,Unf,2.0,400.0,3.0,3.0,Y,0,0,6,2006,WD ,155000,1,2.0,0,36
224,60,RL,80.0,9364,0,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3.0,3.0,No,ALQ,371.0,Unf,0.0,292.0,663.0,3,1,SBrkr,663,689,0,1352,4,1,3,7,Typ,0,0.0,Attchd,1969.0,Fin,1.0,299.0,3.0,3.0,Y,0,MnPrv,3,2010,WD ,158000,1,2.0,415,42
98,160,FV,24.0,2544,1,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,No,GLQ,368.0,ALQ,42.0,190.0,600.0,5,1,SBrkr,600,600,0,1200,2,1,4,4,Typ,0,0.0,Detchd,2004.0,RFn,2.0,480.0,3.0,3.0,Y,0,0,2,2010,WD ,149500,1,4.0,172,35
2565,20,RL,82.0,9888,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,No,BLQ,486.0,Unf,0.0,450.0,936.0,3,1,FuseA,936,0,0,936,2,1,3,5,Typ,0,0.0,Attchd,1954.0,Unf,1.0,240.0,3.0,3.0,Y,0,MnPrv,3,2006,WD ,121000,1,1.0,160,30
1934,20,RL,68.0,7942,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,Rec,85.0,ALQ,955.0,0.0,1040.0,3,1,FuseF,1040,0,0,1040,3,1,3,6,Typ,0,0.0,Attchd,1953.0,Fin,1.0,293.0,3.0,3.0,Y,0,MnPrv,6,2007,WD ,136000,1,2.0,0,42
997,60,RL,,15038,0,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,No,Rec,138.0,Unf,0.0,778.0,916.0,4,1,SBrkr,916,720,0,1636,3,1,3,7,Typ,1,3.0,Attchd,1996.0,Fin,2.0,386.0,3.0,3.0,Y,0,0,11,2008,WD ,173000,1,3.0,252,30
64,60,RL,92.0,11764,0,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4.0,3.0,No,GLQ,524.0,Unf,0.0,628.0,1152.0,5,1,SBrkr,1164,1106,0,2270,4,1,4,9,Typ,1,4.0,Attchd,1999.0,Fin,3.0,671.0,3.0,3.0,Y,0,0,4,2010,WD ,290000,1,3.0,189,56
1799,60,FV,75.0,9000,0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,Av,GLQ,64.0,Unf,0.0,1120.0,1184.0,5,1,SBrkr,1184,1426,0,2610,4,1,5,11,Typ,1,4.0,BuiltIn,2007.0,Fin,2.0,550.0,3.0,3.0,Y,0,0,8,2007,New,303477,1,3.0,572,40
230,20,RL,,20062,0,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4.0,3.0,4,ALQ,1092.0,Unf,0.0,328.0,1420.0,4,1,SBrkr,1483,0,0,1483,1,1,3,4,Typ,2,3.0,Attchd,1977.0,RFn,2.0,690.0,3.0,3.0,Y,0,0,4,2010,WD ,270000,1,3.0,496,49
1295,50,RM,81.0,7308,0,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1920,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,BrkTil,3.0,3.0,No,Rec,360.0,Unf,0.0,576.0,936.0,4,0,FuseA,960,780,0,1740,2,1,5,6,Typ,1,4.0,Detchd,1920.0,Unf,1.0,225.0,2.0,2.0,N,0,0,6,2008,WD ,122250,1,1.0,236,25
638,20,RL,70.0,8750,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,No,Rec,172.0,LwQ,483.0,727.0,1382.0,4,1,FuseA,1382,0,0,1382,3,1,4,6,Typ,0,0.0,Attchd,1955.0,Unf,1.0,350.0,3.0,3.0,Y,0,GdWo,7,2009,WD ,153000,1,2.0,280,25
2278,20,RL,70.0,8402,0,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,ALQ,206.0,Unf,0.0,914.0,1120.0,5,1,SBrkr,1120,0,0,1120,3,1,3,6,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,Y,0,0,12,2007,New,147000,1,1.0,30,25
2202,70,RL,63.0,4000,0,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,No,GLQ,246.0,Unf,0.0,285.0,531.0,3,1,SBrkr,567,531,0,1098,2,1,3,5,Typ,1,4.0,Detchd,1930.0,Unf,1.0,216.0,3.0,3.0,Y,0,MnPrv,6,2007,WD ,148500,1,2.0,0,56
2833,160,RM,32.0,3363,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,976.0,976.0,5,1,SBrkr,976,732,0,1708,3,1,4,7,Maj1,0,0.0,Detchd,2004.0,Unf,2.0,380.0,3.0,3.0,Y,0,0,4,2006,WD ,130000,1,2.0,40,35
1707,20,RL,94.0,13615,0,IR1,HLS,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,5,3,PConc,5.0,3.0,4,Unf,0.0,Unf,0.0,1802.0,1802.0,5,1,SBrkr,1802,0,0,1802,3,1,5,7,Typ,1,4.0,Attchd,2006.0,Fin,3.0,843.0,3.0,3.0,Y,0,0,6,2007,WD ,372000,1,3.0,263,45
2428,120,RL,43.0,3013,0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,4.0,3.0,4,GLQ,16.0,Unf,0.0,1346.0,1362.0,5,1,SBrkr,1506,0,0,1506,2,1,4,6,Typ,1,4.0,Attchd,2005.0,Fin,2.0,440.0,3.0,3.0,Y,0,0,4,2006,WD ,213490,1,2.0,162,35
242,20,RL,44.0,17485,0,IR2,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,4,3,PConc,4.0,3.0,4,GLQ,1346.0,Unf,0.0,162.0,1508.0,5,1,SBrkr,1508,0,0,1508,1,1,4,5,Typ,2,3.0,Attchd,2009.0,RFn,2.0,572.0,3.0,3.0,Y,0,0,1,2010,Con,308030,1,2.0,0,35
1564,20,RL,,23730,0,IR2,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,4,3,PConc,5.0,3.0,Mn,GLQ,700.0,Unf,0.0,1140.0,1840.0,5,1,SBrkr,2032,0,0,2032,3,1,4,7,Typ,0,0.0,Attchd,1996.0,Fin,3.0,786.0,3.0,3.0,Y,0,0,9,2008,WD ,300000,1,4.0,238,35
2613,20,RL,79.0,8910,0,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,5,1,SBrkr,1194,0,0,1194,3,1,3,6,Typ,1,2.0,BuiltIn,1954.0,Fin,2.0,539.0,3.0,3.0,Y,0,0,7,2006,WD ,159500,1,2.0,192,36
2832,160,RM,24.0,2522,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,970.0,970.0,5,1,SBrkr,970,739,0,1709,3,1,4,7,Maj1,0,0.0,Detchd,2004.0,Unf,2.0,380.0,3.0,3.0,Y,0,0,4,2006,WD ,137500,1,2.0,40,35
2459,20,RL,73.0,8688,0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4.0,3.0,Av,Unf,0.0,Unf,0.0,1616.0,1616.0,5,1,SBrkr,1616,0,0,1616,3,1,4,7,Typ,0,0.0,Attchd,2005.0,RFn,3.0,834.0,3.0,3.0,Y,0,0,4,2006,WD ,232000,1,2.0,267,35
1360,30,RM,,6291,0,IR1,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1930,Gable,CompShg,Stucco,Wd Shng,None,0.0,4,4,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,768.0,768.0,3,1,SBrkr,768,0,0,768,1,1,3,4,Typ,0,0.0,Detchd,1930.0,Unf,2.0,440.0,3.0,3.0,N,0,0,7,2008,WD ,93850,1,1.0,84,36
2723,30,RL,,17529,0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1924,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,872.0,872.0,2,0,FuseF,872,0,0,872,2,1,2,5,Mod,1,4.0,Detchd,1924.0,Unf,1.0,322.0,2.0,2.0,N,0,0,4,2006,WD ,105000,1,1.0,116,25
1350,30,RM,60.0,6324,0,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1927,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,520.0,520.0,2,0,SBrkr,520,0,0,520,1,1,2,4,Typ,0,0.0,Detchd,1920.0,Unf,1.0,240.0,2.0,3.0,Y,0,0,5,2008,WD ,68500,1,1.0,136,24
136,90,RL,80.0,11600,0,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,3.0,3.0,No,Rec,443.0,Unf,0.0,662.0,1105.0,3,1,FuseA,1105,1169,0,2274,5,2,3,12,Typ,0,0.0,Detchd,1960.0,Unf,2.0,480.0,3.0,3.0,Y,0,0,1,2010,WD ,154300,1,2.0,0,25
2235,50,RM,50.0,7288,0,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3.0,1.0,No,Unf,0.0,Unf,0.0,936.0,936.0,5,1,SBrkr,936,665,0,1601,3,1,3,6,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N,176,0,9,2007,WD ,129850,1,2.0,0,35
1993,70,RM,35.0,4571,1,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1910,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,BLQ,168.0,Unf,0.0,448.0,616.0,5,1,SBrkr,616,616,0,1232,3,1,3,6,Typ,0,0.0,Detchd,1920.0,Unf,2.0,480.0,2.0,2.0,Y,0,0,6,2007,WD ,114000,1,1.0,423,35
367,20,RL,63.0,17423,0,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,5,3,PConc,5.0,3.0,No,GLQ,1904.0,Unf,0.0,312.0,2216.0,5,1,SBrkr,2234,0,0,2234,1,1,5,9,Typ,1,4.0,Attchd,2009.0,Fin,3.0,1166.0,3.0,3.0,Y,0,0,7,2009,New,501837,1,3.0,60,45
1309,50,RM,100.0,12665,1,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1915,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,Mn,Unf,0.0,Unf,0.0,876.0,876.0,4,1,SBrkr,876,540,0,1416,4,1,3,7,Typ,1,4.0,Detchd,1949.0,Unf,3.0,720.0,3.0,3.0,Y,0,0,6,2008,WD ,153900,1,2.0,612,40
402,20,RL,60.0,9000,0,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,No,ALQ,240.0,Unf,0.0,624.0,864.0,4,1,SBrkr,864,0,0,864,3,1,3,5,Typ,0,0.0,Detchd,1986.0,Unf,2.0,576.0,3.0,3.0,Y,0,GdWo,7,2009,WD ,130000,1,1.0,200,28
1592,120,RM,32.0,4500,0,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,3,3,PConc,5.0,3.0,No,GLQ,864.0,Unf,0.0,325.0,1189.0,5,1,SBrkr,1189,0,0,1189,2,1,3,4,Typ,0,0.0,Attchd,1997.0,RFn,2.0,392.0,3.0,3.0,Y,0,0,4,2008,WD ,160500,1,3.0,122,30
2409,120,RL,48.0,6373,0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,5,3,PConc,5.0,4.0,No,GLQ,415.0,Unf,0.0,1251.0,1666.0,5,1,SBrkr,1666,0,0,1666,2,1,4,6,Typ,1,4.0,Attchd,2006.0,RFn,2.0,575.0,3.0,3.0,Y,0,0,6,2006,New,310090,1,3.0,303,45
539,20,RL,67.0,10083,0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,4,3,PConc,4.0,3.0,No,GLQ,833.0,Unf,0.0,343.0,1176.0,5,1,SBrkr,1200,0,0,1200,2,1,4,5,Typ,0,0.0,Attchd,2003.0,RFn,2.0,555.0,3.0,3.0,Y,0,0,8,2009,WD ,184900,1,3.0,41,35
1940,20,RL,70.0,13300,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,No,Rec,377.0,Unf,0.0,551.0,928.0,3,1,SBrkr,928,0,0,928,2,1,3,4,Typ,0,0.0,Attchd,1956.0,Unf,1.0,252.0,3.0,3.0,Y,0,0,6,2007,WD ,132000,1,1.0,417,35
588,20,RL,80.0,9600,0,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,3,CBlock,4.0,3.0,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,3,1,SBrkr,1336,0,0,1336,3,1,3,6,Typ,1,2.0,Attchd,1969.0,RFn,2.0,502.0,3.0,3.0,Y,0,0,8,2009,WD ,163000,1,3.0,323,25
96,160,FV,30.0,3215,1,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,4,3,PConc,4.0,3.0,Av,GLQ,280.0,Unf,0.0,320.0,600.0,5,1,SBrkr,600,600,0,1200,2,1,4,4,Typ,0,0.0,Detchd,2004.0,RFn,2.0,480.0,3.0,3.0,Y,0,0,4,2010,ConLD,155000,1,3.0,172,35
1187,80,RL,,11104,0,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,Av,GLQ,828.0,Unf,0.0,599.0,1427.0,4,1,SBrkr,1427,0,0,1427,4,1,3,7,Typ,0,0.0,Attchd,1969.0,RFn,2.0,516.0,3.0,3.0,Y,0,0,5,2008,WD ,183000,1,3.0,216,36
2154,60,RL,,15295,0,IR3,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,4,3,PConc,4.0,3.0,Mn,GLQ,762.0,Unf,0.0,98.0,860.0,5,1,SBrkr,1212,780,0,1992,3,1,4,7,Min2,2,3.0,Attchd,1996.0,RFn,2.0,608.0,3.0,3.0,Y,0,0,6,2007,WD ,211000,1,4.0,257,35
550,60,RL,70.0,9109,0,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,LwQ,36.0,GLQ,596.0,122.0,754.0,5,1,SBrkr,754,786,0,1540,3,1,4,6,Typ,0,0.0,Attchd,1994.0,RFn,2.0,495.0,3.0,3.0,Y,0,0,10,2009,WD ,184000,1,4.0,172,35
811,90,RL,64.0,7018,0,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1,SBrkr,1535,0,0,1535,4,2,3,8,Typ,0,0.0,Attchd,1979.0,Unf,2.0,400.0,3.0,3.0,Y,0,GdPrv,6,2009,WD ,118858,1,2.0,0,25
124,80,RL,,14112,0,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3.0,3.0,Av,GLQ,1014.0,Unf,0.0,138.0,1152.0,3,1,SBrkr,1152,0,0,1152,3,1,3,6,Typ,1,4.0,Attchd,1964.0,RFn,2.0,484.0,3.0,3.0,Y,0,0,4,2010,WD ,180500,1,2.0,227,35
1836,120,FV,80.0,3523,1,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,4,3,PConc,4.0,3.0,No,GLQ,60.0,Unf,0.0,1081.0,1141.0,5,1,SBrkr,1151,0,0,1151,2,1,4,5,Typ,0,0.0,Attchd,2006.0,Fin,2.0,484.0,3.0,3.0,Y,0,0,2,2007,New,166000,1,3.0,60,40
779,80,RL,88.0,15312,0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,3,3,CBlock,3.0,3.0,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,5,1,SBrkr,1138,0,0,1138,3,1,3,6,Typ,1,3.0,Attchd,1960.0,RFn,2.0,480.0,3.0,3.0,Y,0,MnPrv,3,2009,COD,148000,1,2.0,140,30
1886,20,RL,74.0,7450,0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,Rec,438.0,LwQ,206.0,250.0,894.0,4,1,SBrkr,1074,0,0,1074,2,1,4,6,Min1,1,4.0,Detchd,1966.0,Unf,2.0,396.0,3.0,3.0,Y,0,GdWo,1,2007,WD ,124000,1,1.0,72,25
1724,120,RL,60.0,7313,0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,3,PConc,5.0,3.0,No,GLQ,1153.0,Unf,0.0,408.0,1561.0,5,1,SBrkr,1561,0,0,1561,2,1,5,6,Typ,1,4.0,Attchd,2005.0,Fin,2.0,556.0,3.0,3.0,Y,0,0,8,2007,WD ,277500,1,3.0,250,45
2450,60,RL,83.0,10019,0,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,4,3,PConc,4.0,3.0,No,ALQ,527.0,Unf,0.0,815.0,1342.0,5,1,SBrkr,1358,1368,0,2726,4,1,4,9,Typ,1,5.0,Attchd,1995.0,RFn,3.0,725.0,3.0,3.0,Y,0,0,6,2006,WD ,350000,1,3.0,644,40
1013,20,RL,53.0,15401,0,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,5,3,PConc,5.0,3.0,4,GLQ,1337.0,Unf,0.0,547.0,1884.0,5,1,SBrkr,1884,0,0,1884,2,1,5,7,Typ,1,4.0,Attchd,2004.0,Fin,3.0,670.0,3.0,3.0,Y,0,0,9,2008,WD ,387000,1,3.0,290,45
2084,30,RL,58.0,9098,0,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,Mn,ALQ,348.0,Unf,0.0,180.0,528.0,5,1,SBrkr,605,0,0,605,2,1,3,5,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N,0,0,7,2007,WD ,86000,1,2.0,144,28
1184,20,RL,103.0,16280,0,Reg,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,4.0,5.0,Mn,GLQ,1044.0,Rec,382.0,0.0,1426.0,5,1,SBrkr,1671,0,0,1671,3,1,5,6,Typ,1,4.0,Attchd,1976.0,RFn,2.0,550.0,3.0,3.0,Y,0,GdWo,5,2008,WD ,290000,1,4.0,370,72
728,30,C (all),72.0,9392,0,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1900,Mansard,CompShg,AsbShng,AsbShng,None,0.0,3,2,CBlock,2.0,3.0,No,Unf,0.0,Unf,0.0,245.0,245.0,3,0,SBrkr,797,0,0,797,2,1,3,5,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N,0,0,9,2009,WD ,44000,1,1.0,130,9
950,60,RL,71.0,12209,0,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,3.0,No,ALQ,690.0,Unf,0.0,114.0,804.0,5,1,SBrkr,804,1157,0,1961,3,1,4,7,Typ,1,3.0,BuiltIn,2001.0,Fin,2.0,560.0,3.0,3.0,Y,0,0,6,2009,WD ,215000,1,4.0,317,30
2524,190,RL,79.0,13110,0,IR1,Lvl,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,3,3,CBlock,4.0,3.0,No,GLQ,962.0,Unf,0.0,191.0,1153.0,5,1,SBrkr,1193,0,0,1193,2,1,3,6,Typ,0,0.0,Attchd,1972.0,Fin,2.0,501.0,3.0,3.0,Y,0,MnPrv,7,2006,WD ,146500,1,3.0,293,30
2513,160,FV,,2651,0,Reg,Lvl,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,No,GLQ,641.0,Unf,0.0,32.0,673.0,5,1,SBrkr,673,709,0,1382,3,1,4,6,Typ,0,0.0,Detchd,2000.0,Unf,2.0,490.0,3.0,3.0,Y,0,0,4,2006,WD ,165000,1,4.0,203,35
2028,50,RM,60.0,8520,1,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1916,Gable,CompShg,Stucco,Stucco,None,0.0,3,4,BrkTil,3.0,3.0,No,Rec,168.0,LwQ,546.0,0.0,714.0,3,0,SBrkr,1664,862,0,2526,5,1,4,10,Typ,1,4.0,Detchd,1916.0,Unf,1.0,216.0,3.0,3.0,Y,0,GdWo,8,2007,CWD,136000,1,2.0,103,42
2309,20,RL,,39384,0,IR1,Low,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,3,3,CBlock,4.0,3.0,4,ALQ,1110.0,Unf,0.0,595.0,1705.0,5,1,SBrkr,1390,0,0,1390,1,1,5,4,Min1,2,4.0,Attchd,1957.0,Unf,2.0,550.0,3.0,3.0,Y,0,0,10,2006,WD ,252000,1,3.0,189,36
51,160,RL,36.0,2628,0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,764.0,764.0,5,1,SBrkr,764,862,0,1626,2,1,4,6,Typ,0,0.0,BuiltIn,2003.0,RFn,2.0,474.0,3.0,3.0,Y,0,0,6,2010,WD ,175500,1,3.0,27,35
